State;Education;Certification;Partitipation;Subdiscipline;Sector;Salary
Illinois;Masters Degree;PE;Full Time;Transportation;Private;100360
Alaska;Masters Degree;PE;Full Time;Structural;Private;108000
Texas;Bachelors Degree;EIT;Full Time;Government/Municipal;Private;91000
Georgia;Bachelors Degree;None;Full Time;Transportation;Public;58000
California;Bachelors Degree;EIT;Full Time;Transportation;Private;75000
Indiana;Masters Degree;PE;Full Time;Bridges;Private;106500
Delaware;Masters Degree;EIT;Full Time;Structural;Private;63000
Utah;Masters Degree;PE;Full Time;Water Resources;Public;92560
South Carolina;Bachelors Degree;EIT;Full Time;Land Development;Private;70000
California;Masters Degree;EIT;Full Time;Bridges;Public;110000
Oregon;Bachelors Degree;PE;Full Time;Water Resources;Public;112500
California;Masters Degree;PE;Full Time;Wastewater ;Private;119000
New York;Bachelors Degree;None;Full Time;Transportation;Private;95000
Indiana;Masters Degree;PE;Full Time;Structural;Private;160000
Texas;Bachelors Degree;EIT;Full Time;Water Resources;Private;85000
Illinois;Masters Degree;PE;Full Time;Geotechnical;Private;98000
California;Bachelors Degree;EIT;Full Time;Structural;Private;91000
Minnesota;Bachelors Degree;PE;Full Time;Transportation;Private;109000
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;105000
Colorado;Bachelors Degree;EIT;Full Time;Water Resources;Private;75000
Pennsylvania;Masters Degree;EIT;Full Time;Water Resources;Private;69825
Ohio;Bachelors Degree;PE;Full Time;Government/Municipal;Public;104000
Washington;Bachelors Degree;None;Full Time;Environmental;Private;121000
Virginia;Bachelors Degree;PE;Full Time;Bridges;Public;112953
New York;Bachelors Degree;PE;Full Time;Government/Municipal;Private;103000
Colorado;Bachelors Degree;EIT;Full Time;Water Resources;Private;87000
California;Bachelors Degree;PE;Full Time;Land Development;Private;230000
California;Bachelors Degree;PE;Full Time;Transportation;Private;148000
California;Bachelors Degree;PE;Full Time;Government/Municipal;Public;142000
California;Masters Degree;PE;Full Time;Structural;Private;150000
Tennessee;Bachelors Degree;EIT;Full Time;Land Development;Private;86000
Vermont;Bachelors Degree;PE;Full Time;Land Development;Private;88000
California;Bachelors Degree;EIT;Full Time;Water Resources;Private;80000
Arizona;Bachelors Degree;PE;Full Time;Land Development;Private;93500
Oregon;Masters Degree;PE;Full Time;Transportation;Public;110000
Pennsylvania;Bachelors Degree;EIT;Full Time;Transportation;Private;80000
Texas;Bachelors Degree;EIT;Full Time;Water Resources;Public;91000
New York;Bachelors Degree;EIT;Full Time;Construction/Field;Private;100000
Idaho;Bachelors Degree;EIT;Full Time;Water Resources;Private;73500
Massachusetts;Masters Degree;PE;Full Time;Bridges;Public;119000
Washington;Bachelors Degree;EIT;Full Time;Construction/Field;Private;98000
Utah;Masters Degree;PE;Full Time;Transportation;Public;97000
Massachusetts;Masters Degree;EIT;Full Time;Geotechnical;Private;83000
Texas;Bachelors Degree;PE;Full Time;Aviation;Private;79000
Washington;Bachelors Degree;PE;Full Time;Transportation;Private;120000
Texas;Masters Degree;PE;Full Time;Structural;Private;120000
Missouri;Bachelors Degree;PE;Full Time;Transportation;Public;126500
Tennessee;Bachelors Degree;PE;Full Time;Land Development;Public;110323
New Jersey;Masters Degree;PE;Full Time;Bridges;Private;110000
Georgia;Bachelors Degree;EIT;Full Time;Land Development;Private;77000
Alabama;Bachelors Degree;EIT;Full Time;Construction/Field;Private;70000
Arkansas;Bachelors Degree;PE;Full Time;Land Development;Private;85000
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;120000
New Mexico;Bachelors Degree;EIT;Full Time;Transportation;Private;79000
Wisconsin;Bachelors Degree;EIT;Full Time;Construction/Field;Private;75000
Montana;Bachelors Degree;None;Full Time;Construction/Field;Private;135000
Texas;Bachelors Degree;None;Full Time;Transportation;Public;82000
New Jersey;Masters Degree;PE;Full Time;Environmental;Private;97000
Indiana;Bachelors Degree;PE;Full Time;Construction/Field;Private;91000
Georgia;Bachelors Degree;EIT;Full Time;Bridges;Private;69000
Texas;Bachelors Degree;None;Full Time;Water Resources;Private;72000
California;Bachelors Degree;None;Full Time;Transportation;Private;79000
Ohio;Bachelors Degree;PE;Full Time;Government/Municipal;Public;90000
North Carolina;Bachelors Degree;PE;Full Time;Land Development;Private;115000
California;Bachelors Degree;EIT;Full Time;Construction/Field;Public;90000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Private;77
Florida;Bachelors Degree;None;Full Time;Construction/Field;Private;77000
New York;Bachelors Degree;PE;Full Time;Water Resources;Private;165000
Washington;Bachelors Degree;PE;Full Time;Land Development;Private;115000
Virginia;Bachelors Degree;EIT;Full Time;Land Development;Private;88000
Missouri;Bachelors Degree;PE;Full Time;Transportation;Private;98000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Private;73000
Indiana;Bachelors Degree;None;Full Time;Construction/Field;Public;60000
Florida;Bachelors Degree;PE;Full Time;Water Resources;Private;109000
California;Bachelors Degree;EIT;Full Time;Structural;Private;50000
Maryland;Bachelors Degree;EIT;Full Time;Land Development;Private;70000
Texas;Bachelors Degree;EIT;Full Time;Land Development;Private;90000
Texas;Bachelors Degree;PE;Full Time;Government/Municipal;Private;94500
Georgia;Bachelors Degree;PE;Full Time;Aviation;Public;94450
Indiana;Bachelors Degree;EIT;Full Time;Construction/Field;Private;92000
Utah;Currently Finishing Degree;None;Full Time;Land Development;Private;60000
Missouri;Bachelors Degree;PE;Full Time;Construction/Field;Public;95000
Texas;Masters Degree;PE;Full Time;Land Development;Private;100000
Texas;Bachelors Degree;None;Full Time;Transportation;Private;82
Idaho;Bachelors Degree;PE;Full Time;Water Resources;Private;70000
